zip_id,zip,city,state
3852,06902-6751,Stamford,Connecticut
3853,07030-5774,Hoboken,New Jersey
3854,07054-2176,Parsippany,New Jersey
3855,07302-3908,Jersey City,New Jersey
3856,07302-3914,Jersey City,New Jersey
3857,07310-1616,Jersey City,New Jersey
3858,07311-3988,Jersey City,New Jersey
3859,07311-4004,Jersey City,New Jersey
3860,07461-1644,Mountain Lakes,New Jersey
3861,07728-8561,Freehold,New Jersey
3862,07828-1808,Mount Olive,New Jersey
3863,07920-109,Basking Ridge,New Jersey
3864,07920-1097,Basking Ridge,New Jersey
3865,07962-1946,Morristown,New Jersey
3866,07974-0636,Murray Hill,New Jersey
3867,07981-0915,Whippany,New Jersey
3868,08540 6627,Princeton,New Jersey
3869,08540-6635,Princeton,New Jersey
3870,08628-3496,West Trenton,New Jersey
3871,08648-3099,Lawrenceville,New Jersey
3872,08701-5283,Lakewood,New Jersey
3873,08807-1774,Bridgewater,New Jersey
3874,08816-3560,East Brunswick,New Jersey
3875,08817-4441,Edison,New Jersey
3876,08822-0272,Flemington,New Jersey
3877,08830-0471,Iselin,New Jersey
3878,08852`,Monmout Junction,New Jersey
3879,08852`,Monmouth Jct,New Jersey
3880,08854-3054,Piscataway,New Jersey
3881,08873-4153,Somerset,New Jersey
3882,08873`,Somerset,New Jersey
3883,08901-8537,New Brunswick,New Jersey
3884,08904-1925,Highland Park,New Jersey
3885,10001,New  York,New York
3886,10001,New York,New York
3887,10001,New York City,New York
3888,10001,Ny,New York
3889,10001-3551,New York,New York
3890,10002,New York,New York
3891,10002-1307,New York,New York
3892,10003,New York,New York
3893,10003,New York City,New York
3894,10004,New York,New York
3895,10004,New York City,New York
3896,10004,Ny,New York
3897,10005,New York,New York
3898,10005,New York City,New York
3899,10006,New York,New York
3900,10006,New York City,New York
3901,10006,Ny,New York
3902,10007,New York,New York
3903,10007,New York    See Also H,New York
3904,10007,Ny,New York
3905,10007-1097,New York,New York
3906,10008,New York,New York
3907,10009,New York,New York
3908,1001,Agawam,Massachusetts
3909,10010,New York,New York
3910,10011,New York,New York
3911,10012,New York,New York
3912,10012,New York City,New York
3913,10013,New York,New York
3914,10013,New York City,New York
3915,10014,New York,New York
3916,10016,New York,New York
3917,10016,New York City,New York
3918,10017,New York,New York
3919,10017,New York City,New York
3920,10017,Newyork,New York
3921,10018,New York,New York
3922,10018,New York City,New York
3923,10018,Nyc,New York
3924,10018-2959,New York,New York
3925,10019,New York,New York
3926,10019,New York City,New York
3927,10019-6754,Jersey City,New Jersey
3928,10019-6754,New York,New York
3929,10019-7316,New York,New York
3930,1002,Amherst,Massachusetts
3931,10020,New York,New York
3932,10020,New York City,New York
3933,10020-1302,New York,New York
3934,10021,New York,New York
3935,10021,New York,Unkown
3936,10022,New York,New York
3937,10022,New York City,New York
3938,10022,Ny,New York
3939,10022-4834,New York,New York
3940,10023,New York,New York
3941,10023,New York City,New York
3942,10024,New York,New York
3943,100247,New York,New York
3944,10025,New York,New York
3945,10026,New York,New York
3946,10027,New York,New York
3947,10028,New York,New York
3948,10028,New York City,New York
3949,10029,New York,New York
3950,1003,Amherst,Massachusetts
3951,10030,New York,New York
3952,10031,New York,New York
3953,10032,New York,New York
3954,10032,New York City,New York
3955,10033,New York,New York
3956,10034,New York,New York
3957,10035,New York,New York
3958,10035,Ny,New York
3959,10036,New  York,New York
3960,10036,New York,New York
3961,10036,New York,Unkown
3962,10036,New York City,New York
3963,10036,Ny,New York
3964,10036-2787,New York,New York
3965,10036-4055,New York,New York
3966,10036-6530,New York,New York
3967,10037,New York,New York
3968,10038,New York,New York
3969,10039,New York,New York
3970,1004,Amherst,Massachusetts
3971,10040,New York,New York
3972,10041,New York,New York
3973,10041,New York City,New York
3974,10043,New York,New York
3975,10044,New York,New York
3976,10045,New York,New York
3977,1005,Barre,Massachusetts
3978,10055,New York,New York
3979,10065,New York,New York
3980,10065,New York City,New York
3981,10065-8553,New York,New York
3982,10069,New York,New York
3983,1007,Belchertown,Massachusetts
3984,10075,New York,New York
3985,1008,Blandford,Massachusetts
3986,10080,New York,New York
3987,10081,New York,New York
3988,10087,New York,New York
3989,1009,Bondsville,Massachusetts
3990,10090,New York,New York
3991,1010,Brimfield,Massachusetts
3992,10101,New York,New York
3993,10102,New York,New York
3994,10103,New York,New York
3995,10104,New York,New York
3996,10105,New York,New York
3997,10106,New York,New York
3998,10107,New York,New York
3999,10108,New York,New York
4000,1011,Chester,Massachusetts
4001,10110,New York,New York
4002,10110,New York City,New York
4003,10111,New York,New York
4004,10112,New York,New York
4005,10112-0015,New York,New York
4006,10112-4498,New York,New York
4007,10113,New York,New York
4008,10114,New York,New York
4009,10115,New York,New York
4010,10116,New York,New York
4011,10117,New York,New York
4012,10118,New York,New York
4013,10119,New York,New York
4014,10119,New York City,New York
4015,1012,Chesterfield,Massachusetts
4016,10120,New York,New York
4017,10121,New York,New York
4018,10121,New York City,New York
4019,10122,New York,New York
4020,10123,Flushing,New York
4021,10123,Manhattan,New York
4022,10123,New York,New York
4023,10124,New York,New York
4024,10125,New York,New York
4025,10126,New York,New York
4026,10128,New York,New York
4027,10128,New York City,New York
4028,10129,New York,New York
4029,1013,Chicopee,Massachusetts
4030,10138,New York,New York
4031,1014,Chicopee,Massachusetts
4032,10150,New York,New York
4033,10151,New York,New York
4034,10152,New York,New York
4035,10153,New York,New York
4036,10153,Nyc,New York
4037,10154,New York,New York
4038,10155,New York,New York
4039,10156,New York,New York
4040,10158,New York,Florida
4041,10158,New York,New York
4042,10159,New York,New York
4043,10160,New York,New York
4044,10162,New York,New York
4045,10163,New York,New York
4046,10164,New York,New York
4047,10165,New York,New York
4048,10166,New York,New York
4049,10167,New York,New York
4050,10168,New York,New York
4051,10169,New York,New York
4052,10170,New York,New York
4053,10171,New York,New York
4054,10172,New York,New York
4055,10172-0003,New York,New York
4056,10173,New York,New York
4057,10173,New York City,New York
4058,10174,New York,New York
4059,10175,New York,New York
4060,10175,New York City,New York
4061,10176,New York,New York
4062,10176,Newyork,New York
4063,10177,New York,New York
4064,10178,New York,New York
4065,10179,New York,New York
4066,10185,New York,New York
4067,10199,New York,New York
4068,1020,Chicopee,Massachusetts
4069,10203,New York,New York
4070,1021,Chicopee,Massachusetts
4071,10212,New York,New York
4072,10217,New York,New York
4073,1022,Chicopee,Massachusetts
4074,1026,Cummington,Massachusetts
4075,10261,New York,New York
4076,10265,New York,New York
4077,10268,New York,New York
4078,1027,Easthampton,Massachusetts
4079,10270,New York,New York
4080,10271,New York,New York
4081,10272,New York,New York
4082,10274,New York,New York
4083,10276,New York,New York
4084,10278,New York,New York
4085,10279,New York,New York
4086,1028,East Longmeadow,Massachusetts
4087,10280,New York,New York
4088,10281,New York,New York
4089,10281-1021,New York,New York
4090,10282,New York,New York
4091,10282,Ny,New York
4092,10282-1210,New York,New York
4093,10285,New York,New York
4094,10286,New York,New York
4095,1029,East Otis,Massachusetts
4096,10292,New York,New York
4097,1030,Feeding Hills,Massachusetts
4098,10301,Staten Island,New York
4099,10302,Staten Island,New York
4100,10303,Staten Island,New York
4101,10304,Staten Island,New York
4102,10305,Staten Island,New York
4103,10306,Staten Island,New York
4104,10307,Staten Island,New York
4105,10308,Staten Island,New York
4106,10309,Staten Island,New York
4107,1031,Gilbertville,Massachusetts
4108,10310,Staten Island,New York
4109,10311,Staten Island,New York
4110,10312,Staten Island,New York
4111,10313,Staten Island,New York
4112,10314,Staten Island,New York
4113,1032,Goshen,Massachusetts
4114,1033,Granby,Massachusetts
4115,1034,Granville,Massachusetts
4116,1035,Hadley,Massachusetts
4117,1036,Hampden,Massachusetts
4118,1037,Hardwick,Massachusetts
4119,1038,Hatfield,Massachusetts
4120,1039,Haydenville,Massachusetts
4121,1040,Holyoke,Massachusetts
4122,1041,Holyoke,Massachusetts
4123,10451,Bronx,New York
4124,10452,Bronx,New York
4125,10453,Bronx,New York
4126,10454,Bronx,New York
4127,10455,Bronx,New York
4128,10456,Bronx,New York
4129,10457,Bronx,New York
4130,10458,Bronx,New York
4131,10459,Bronx,New York
4132,10460,Bronx,New York
4133,10461,Bronx,New York
4134,10462,Bronx,New York
4135,10463,Bronx,New York
4136,10464,Bronx,New York
4137,10465,Bronx,New York
4138,10466,Bronx,New York
4139,10467,Bronx,New York
4140,10468,Bronx,New York
4141,10469,Bronx,New York
4142,10470,Bronx,New York
4143,10471,Bronx,New York
4144,10471,Riverdale,New York
4145,10472,Bronx,New York
4146,10473,Bronx,New York
4147,10474,Bronx,New York
4148,10475,Bronx,New York
4149,1050,Huntington,Massachusetts
4150,10501,Amawalk,New York
4151,10502,Ardsley,New York
4152,10503,Ardsley On Hudson,New York
4153,10504,Armonk,New York
4154,10505,Baldwin Place,New York
4155,10506,Bedford,New York
4156,10507,Bedford Hills,New York
4157,10509,Brewster,New York
4158,10510,Briarcliff Manor,New York
4159,10511,Buchanan,New York
4160,10512,Carmel,New York
4161,10514,Chappaqua,New York
4162,10516,Cold Spring,New York
4163,10517,Crompond,New York
4164,10518,Cross River,New York
4165,10519,Croton Falls,New York
4166,10520,Croton On Hudson,New York
4167,10521,Croton On Hudson,New York
4168,10522,Dobbs Ferry,New York
4169,10522-1717,Dobbs Ferry,New York
4170,10523,Elmsford,New York
4171,10524,Garrison,New York
4172,10526,Goldens Bridge,New York
4173,10527,Granite Springs,New York
4174,10528,Harrison,New York
4175,1053,Leeds,Massachusetts
4176,10530,Hartsdale,New York
4177,10532,Hawthorne,New York
4178,10533,Irvington,New York
4179,10535,Jefferson Valley,New York
4180,10536,Katonah,New York
4181,10537,Lake Peekskill,New York
4182,10538,Larchmont,New York
4183,1054,Leverett,Massachusetts
4184,10540,Lincolndale,New York
4185,10541,Mahopac,New York
4186,10542,Mahopac Falls,New York
4187,10543,Mamaroneck,New York
4188,10545,Maryknoll,New York
4189,10546,Millwood,New York
4190,10547,Mohegan Lake,New York
4191,10548,Montrose,New York
4192,10549,Mount Kisco,New York
4193,10549,Mt  Kisco,New York
4194,10550,Mount Vernon,New York
4195,10551,Mount Vernon,New York
4196,10552,Mount Vernon,New York
4197,10553,Mount Vernon,New York
4198,1056,Ludlow,Massachusetts
4199,10560,North Salem,New York
4200,10562,Ossining,New York
4201,10566,Peekskill,New York
4202,10567,Cortlandt Manor,New York
4203,1057,Monson,Massachusetts
4204,10570,Pleasantville,New York
4205,10573,New York,New York
4206,10573,Port Chester,New York
4207,10573,Rye Brook,New York
4208,10576,Pound Ridge,New York
4209,10577,Purchase,New York
4210,10578,Purdys,New York
4211,10579,Putnam Valley,New York
4212,10580,Rye,New York
4213,10583,Scarsdale,New York
4214,10587,Shenorock,New York
4215,10588,Shrub Oak,New York
4216,10589,Somers,New York
4217,1059,North Amherst,Massachusetts
4218,10590,South Salem,New York
4219,10591,New York,New York
4220,10591,Tarrytown,New Jersey
4221,10591,Tarrytown,New York
4222,10594,Thornwood,New York
4223,10595,Valhalla,New York
4224,10596,Verplanck,New York
4225,10597,Waccabuc,New York
4226,10598,Yorktown Heights,New York
4227,1060,Northampton,Massachusetts
4228,10601,New York,New York
4229,10601,White Plains,New York
4230,10602,White Plains,New York
4231,10603,White Plains,New York
4232,10604,West Harrison,New York
4233,10604,White Plains,New York
4234,10605,White Plains,New York
4235,10606,White Plains,New York
4236,10607,White Plains,New York
4237,1061,Northampton,Massachusetts
4238,10610,White Plains,New York
4239,1062,Florence,Massachusetts
4240,1063,Northampton,Massachusetts
4241,1066,North Hatfield,Massachusetts
4242,1068,Oakham,Massachusetts
4243,1069,Palmer,Massachusetts
4244,1070,Plainfield,Massachusetts
4245,10701,Yonkers,New York
4246,10702,Yonkers,New York
4247,10703,Yonkers,New York
4248,10704,Yonkers,New York
4249,10705,Yonkers,New York
4250,10706,Hastings On Hudson,New York
4251,10707,Tuckahoe,New York
4252,10708,Bronxville,New York
4253,10709,Eastchester,New York
4254,1071,Russell,Massachusetts
4255,10710,Yonkers,New York
4256,1072,Shutesbury,Massachusetts
4257,1073,Southampton,Massachusetts
4258,1074,South Barre,Massachusetts
4259,1075,South Hadley,Massachusetts
4260,1077,Southwick,Massachusetts
4261,10772,Southborough,Massachusetts
4262,1079,Thorndike,Massachusetts
4263,1080,Three Rivers,Massachusetts
4264,10801,New Rochelle,New York
4265,10802,New Rochelle,New York
4266,10803,Pelham,New York
4267,10804,New Rochelle,New York
4268,10805,New Rochelle,New York
4269,1081,Wales,Massachusetts
4270,1082,Ware,Massachusetts
4271,1083,Warren,Massachusetts
4272,1084,West Chesterfield,Massachusetts
4273,1085,West Springfield,Massachusetts
4274,1085,Westfield,Massachusetts
4275,1086,Westfield,Massachusetts
4276,1088,West Hatfield,Massachusetts
4277,1089,W  Springfield,Massachusetts
4278,1089,West Springfield,Massachusetts
4279,1090,West Springfield,Massachusetts
4280,10901,Suffern,New York
4281,10910,Arden,New York
4282,10911,Bear Mountain,New York
4283,10912,Bellvale,New York
4284,10913,Blauvelt,New York
4285,10914,Blooming Grove,New York
4286,10915,Bullville,New York
4287,10916,Campbell Hall,New York
4288,10917,Central Valley,New York
4289,10918,Chester,New York
4290,10919,Circleville,New York
4291,1092,West Warren,Massachusetts
4292,10920,Congers,New York
4293,10921,Florida,New York
4294,10922,Fort Montgomery,New York
4295,10923,Garnerville,New York
4296,10924,Goshen,New York
4297,10925,Greenwood Lake,New York
4298,10926,Harriman,New York
4299,10927,Haverstraw,New York
4300,10928,Highland Falls,New York
4301,1093,Whately,Massachusetts
4302,10930,Highland Mills,New York
4303,10931,Hillburn,New York
4304,10932,Howells,New York
4305,10933,Johnson,New York
4306,1094,Wheelwright,Massachusetts
4307,10940,Middletown,New York
4308,10941,Middletown,New York
4309,10949,Monroe,New York
4310,1095,Wilbraham,Massachusetts
4311,10950,Monroe,New York
4312,10952,Monsey,New York
4313,10953,Mountainville,New York
4314,10954,Nanuet,New York
4315,10956,New City,New York
4316,10958,New Hampton,New York
4317,10959,New Milford,New York
4318,1096,Williamsburg,Massachusetts
4319,10960,Nyack,New York
4320,10962,Orangeburg,New York
4321,10963,Otisville,New York
4322,10964,Palisades,New York
4323,10965,Pearl River,New York
4324,10968,Piermont,New York
4325,10969,Pine Island,New York
4326,10970,Pomona,New York
4327,10973,Slate Hill,New York
4328,10974,Sloatsburg,New York
4329,10975,Southfields,New York
4330,10976,Sparkill,New York
4331,10977,Chestnut Ridge,New York
4332,10977,Spring Valley,New York
4333,10979,Sterling Forest,New York
4334,1098,Worthington,Massachusetts
4335,10980,Stony Point,New York
4336,10981,Sugar Loaf,New York
4337,10982,Tallman,New York
4338,10983,Tappan,New York
4339,10984,Thiells,New York
4340,10985,Thompson Ridge,New York
4341,10986,Tomkins Cove,New York
4342,10987,Tuxedo Park,New York
4343,10988,Unionville,New York
4344,10989,Valley Cottage,New York
4345,10990,Warwick,New York
4346,10992,Washingtonville,New York
4347,10993,West Haverstraw,New York
4348,10994,West Nyack,New York
4349,10996,West Point,New York
4350,10998,Westtown,New York
4351,11001,Floral Park,New York
4352,11002,Floral Park,New York
4353,11003,Elmont,New York
4354,11004,Glen Oaks,New York
4355,11005,Floral Park,New York
4356,1101,Springfield,Massachusetts
4357,11010,Franklin Square,New York
4358,1102,Springfield,Massachusetts
4359,11020,Great Neck,New York
4360,11021,Great Neck,New York
4361,11022,Great Neck,New York
4362,11023,Great Neck,New York
4363,11024,Great Neck,New York
4364,11026,Great Neck,New York
4365,11027,Great Neck,New York
4366,1103,Springfield,Massachusetts
4367,11030,Manhasset,New York
4368,1104,Springfield,Massachusetts
4369,11040,New Hyde Park,New York
4370,11042,Lake Success,New York
4371,11042,Lake Sucess,New York
4372,11042,New Hyde Park,New York
4373,1105,Springfield,Massachusetts
4374,11050,Port Washington,New York
4375,11051,Port Washington,New York
4376,11055,Port Washington,New York
4377,1106,Longmeadow,Massachusetts
4378,1107,Springfield,Massachusetts
4379,1108,Springfield,Massachusetts
4380,1109,Springfield,Massachusetts
4381,11096,Inwood,New York
4382,11101,Long Island City,New York
4383,11101,New York,New York
4384,11102,Astoria,New York
4385,11102-2768,Astoria,New York
4386,11103,Astoria,New York
4387,11103,New York,New York
4388,11103,Queens,New York
4389,11104,Long Island City,New York
4390,11104,Sunnyside,New York
4391,11105,Astoria,New York
4392,11106,Astoria,New York
4393,11106,Long Island City,New York
4394,11106,New York,New York
4395,11106,Queens,New York
4396,11109,Lic,New York
4397,11109,Long Island City,New York
4398,1111,Springfield,Massachusetts
4399,11120,Long Island City,New York
4400,1115,Springfield,Massachusetts
4401,1116,Longmeadow,Massachusetts
4402,1118,Springfield,Massachusetts
4403,1119,Springfield,Massachusetts
4404,11201,Brooklyn,New York
4405,11201,Brookyln,New York
4406,11201,New York City,New York
4407,112014,Brooklyn,New York
4408,11202,Brooklyn,New York
4409,11203,Brooklyn,New York
4410,11204,Brooklyn,New York
4411,11205,Brooklyn,New York
4412,11206,Brooklyn,New York
4413,11207,Brooklyn,New York
4414,11208,Brooklyn,New York
4415,11209,Brooklyn,New York
4416,11210,Brooklyn,New York
4417,11211,Brooklyn,New York
4418,11211,New York,New York
4419,11212,Brooklyn,New York
4420,11213,Brooklyn,New York
4421,11214,Brooklyn,New York
4422,11215,Brooklyn,New York
4423,11216,Brooklyn,New York
4424,11217,Brooklyn,New York
4425,11218,Brooklyn,New York
4426,11219,Brooklyn,New York
4427,11220,Brooklyn,New York
4428,11221,Brooklyn,New York
4429,11222,Brooklyn,New York
4430,11223,Brooklyn,New York
4431,11224,Brooklyn,New York
4432,11225,Brooklyn,New York
4433,11226,Brooklyn,New York
4434,11228,Brooklyn,New York
4435,11229,Brooklyn,New York
4436,11230,Brooklyn,New York
4437,11231,Brooklyn,New York
4438,11231,New York,New York
4439,11232,Brooklyn,New York
4440,11233,Brooklyn,New York
4441,11234,Brooklyn,New York
4442,11235,Brooklyn,New York
4443,11235,Brookyln,New York
4444,11236,Brooklyn,New York
4445,11237,Brooklyn,New York
4446,11238,Brooklyn,New York
4447,11239,Brooklyn,New York
4448,11241,Brooklyn,New York
4449,11242,Brooklyn,New York
4450,11243,Brooklyn,New York
4451,11245,Brooklyn,New York
4452,11245,Brooklyn  New York,New York
4453,11245,New York,New York
4454,11247,Brooklyn,New York
4455,11249,Brooklyn,New York
4456,11251,Brooklyn,New York
4457,11252,Brooklyn,New York
4458,11256,Brooklyn,New York
4459,1128,Springfield,Massachusetts
4460,1129,Springfield,Massachusetts
4461,11325,Fairfax,Virginia
4462,1135,Flushing,New York
4463,11351,Flushing,New York
4464,11352,Flushing,New York
4465,11354,College Point,New York
4466,11354,Flushing,New York
4467,11354,Queens,New York
4468,11355,Flushing,New York
4469,11355,Queens  Ny,New York
4470,11356,College Point,New York
4471,11357,Whitestone,New York
4472,11358,Flushing,New Jersey
4473,11358,Flushing,New York
4474,11359,Bayside,New York
4475,11360,Bayside,New York
4476,11361,Bayside,New York
4477,11362,Little Neck,New York
4478,11363,Little Neck,New York
4479,11364,Bayside,New York
4480,11364,Oakland Gardens,New York
4481,11365,Flushing,New York
4482,11365,Fresh Meadows,New York
4483,11366,Fresh Meadows,New York
4484,11367,Flushing,New York
4485,11367,Kew Gardens Hills,New York
4486,11368,Corona,New York
4487,11369,East Elmhurst,New York
4488,11370,East Elmhurst,New York
4489,11371,Flushing,New York
4490,11372,Jackson Heights,New York
4491,11373,Elmhurst,New York
4492,11373,Woodside,New York
4493,11374,Rego Park,New York
4494,11375,Forest Hills,New York
4495,11375,Forrest Hills,New York
4496,11375,New York,New York
4497,113753621,Forest Hills,New York
4498,11377,Woodside,New York
4499,11378,Maspeth,New York
4500,11379,Middle Village,New York
4501,1138,Springfield,Massachusetts
4502,11380,Elmhurst,New York
4503,11385,Ridgewood,New York
4504,11386,Ridgewood,New York
4505,1139,Springfield,Massachusetts
4506,11405,Jamaica,New York
4507,11411,Cambria Heights,New York
4508,11412,Saint Albans,New York
4509,11413,Springfield Garden,New York
4510,11413,Springfield Gardens,New York
4511,11414,Howard Beach,New York
4512,11415,Kew Gardens,New York
4513,11416,Ozone Park,New York
4514,11417,Ozone Park,New York
4515,11418,Richmond Hill,New York
4516,11419,Richmond Hill,New York
4517,11419,South Richmond Hill,New York
4518,11420,New York,New York
4519,11420,South Ozone Park,New York
4520,11421,Woodhaven,New York
4521,11422,Rosedale,New York
4522,11423,Hollis,New York
4523,11424,Jamaica,New York
4524,11425,Jamaica,New York
4525,11426,Bellerose,New York
4526,11427,Queens Village,New York
4527,11428,Queens Village,New York
4528,11429,Queens Village,New York
4529,11430,Jamaica,New York
4530,11431,Jamaica,New York
4531,11432,Jamaica,New York
4532,11433,Jamaica,New York
4533,11434,Jamaica,New York
4534,11435,Briarwood,New York
4535,11435,Jamaica,New York
4536,11435,Kew Gardens,New York
4537,11436,Jamaica,New York
4538,11439,Jamaica,New York
4539,1144,Springfield,Massachusetts
4540,11451,Jamaica,New York
4541,11501,Mineola,New York
4542,11507,Albertson,New York
4543,11509,Atlantic Beach,New York
4544,1151,Indian Orchard,Massachusetts
4545,11510,Baldwin,New York
4546,11514,Carle Place,New York
4547,11516,Cedarhurst,New York
4548,11518,East Rockaway,New York
4549,1152,Springfield,Massachusetts
4550,11520,Freeport,New York
4551,11530,Garden City,New York
4552,11531,Garden City,New York
4553,11542,Glen Cove,New York
4554,11544,East Meadow,New York
4555,11545,Brookville,New York
4556,11545,Glen Head,New York
4557,11547,Glenwood Landing,New York
4558,11548,Greenvale,New York
4559,11549,Hempstead,New York
4560,11550,Hempstead,New York
4561,11551,Hempstead,New York
4562,11552,West Hempstead,New York
4563,11553,Uniondale,New York
4564,11554,East Meadow,New York
4565,11555,Uniondale,New York
4566,11556,Uniondale,New York
4567,11557,Hewlett,New York
4568,11558,Island Park,New York
4569,11559,Lawrence,New York
4570,11560,Locust Valley,New York
4571,11561,Long Beach,New York
4572,11563,Lynbrook,New York
4573,11565,Malverne,New York
4574,11566,Merrick,New York
4575,11568,Old Westbury,New York
4576,11569,Point Lookout,New York
4577,11570,Rockville Centre,New York
4578,11571,Rockville Centre,New York
4579,11572,Oceanside,New York
4580,11575,Roosevelt,New York
4581,11576,Roslyn,New York
4582,11577,Roslyn Heights,New York
4583,11579,Sea Cliff,New York
4584,11580,Valley Stream,New York
4585,11581,Valley Stream,New York
4586,11582,Valley Stream,New York
4587,11590,Westbury,New York
4588,11596,Williston Park,New York
4589,11598,Woodmere,New York
4590,11599,Garden City,New York
4591,11690,Far Rockaway,New York
4592,11691,Far Rockaway,New York
4593,11692,Arverne,New York
4594,11693,Far Rockaway,New York
4595,11694,Rockaway Park,New York
4596,11695,Far Rockaway,New York
4597,11697,Breezy Point,New York
4598,11701,Amityville,New York
4599,11702,Babylon,New York
4600,11703,North Babylon,New York
4601,11704,W Babylon,New York
4602,11704,West Babylon,New York
4603,11705,Bayport,New York
4604,11706,Bay Shore,New York
4605,11707,Bayshore,New York
4606,11707,West Babylon,New York
4607,11709,Bayville,New York
4608,11710,Bellmore,New York
4609,11713,Bellport,New York
4610,11714,Bethpage,New York
4611,11715,Blue Point,New York
4612,11716,Bohemia,New York
4613,11717,Brentwood,New York
4614,11717,Edgewood,New York
4615,11718,Bohemia,New York
4616,11718,Brightwaters,New York
4617,11719,Brookhaven,New York
4618,11720,Centereach,New York
4619,11721,Centerport,New York
4620,11722,Central Islip,New York
4621,11724,Cold Spring Harbor,New York
4622,11725,Commack,New York
4623,11726,Copiague,New York
4624,11727,Coram,New York
4625,11729,Deer Park,New York
4626,11730,East Islip,New York
4627,11731,East Northport,New York
4628,11732,East Norwich,New York
4629,11733,East Setauket,New York
4630,11735,Farmingale,New York
4631,11735,Farmingdale,New York
4632,11738,Farmingville,New York
4633,11739,Great River,New York
4634,11740,Greenlawn,New York
4635,11741,Holbrook,New York
4636,11742,Holtsville,New York
4637,11743,Huntington,New York
4638,11746,Dix Hills,New York
4639,11746,Huntington Station,New York
4640,11747,Melville,New York
4641,11749,Islandia,New York
4642,11751,Islip,New York
4643,11752,Islip Terrace,New York
4644,11753,Jericho,New York
4645,11754,Kings Park,New York
4646,11755,Lake Grove,New York
4647,11756,Levittown,New York
4648,11757,Lindenhurst,New York
4649,11758,Massapequa,New York
4650,11760,Melville,New York
4651,11762,Massapequa Park,New York
4652,11763,Medford,New York
4653,11764,Miller Place,New York
4654,11765,Mill Neck,New York
4655,11766,Mount Sinai,New York
4656,11767,Nesconset,New York
4657,11768,Northport,New York
4658,11769,Oakdale,New York
4659,11770,Ocean Beach,New York
4660,11771,Oyster Bay,New York
4661,11772,Patchogue,New York
4662,11773,Syosset,New York
4663,11776,Port Jefferson Station,New York
4664,11777,Port Jefferson,New York
4665,11778,Rocky Point,New York
4666,11779,New York,New York
4667,11779,Ronkonkoma,New York
4668,11780,Saint James,New York
4669,11782,Sayville,New York
4670,11783,Seaford,New York
4671,11784,Selden,New York
4672,11786,Shoreham,New York
4673,11787,New York,New York
4674,11787,Smithtown,New York
4675,11788,Hauppage,New York
4676,11788,Hauppague,New York
4677,11788,Hauppauge,New York
4678,11789,Sound Beach,New York
4679,11790,Stony Brook,New York
4680,11791,Syosset,New York
4681,11792,Wading River,New York
4682,11793,Wantagh,New York
4683,11794,Stony Brook,New York
4684,11795,West Islip,New York
4685,11796,West Sayville,New York
4686,11797,Woodbury,New York
4687,11798,Wyandanch,New York
4688,11801,Hicksville,New York
4689,11802,Hicksville,New York
4690,11803,Hicksville,New York
4691,11803,Plainview,New York
4692,11804,Old Bethpage,New York
4693,11815,Hicksville,New York
4694,11853,Jericho,New York
4695,11901,Riverhead,New York
4696,11930,Amagansett,New York
4697,11931,Aquebogue,New York
4698,11932,Bridgehampton,New York
4699,11933,Calverton,New York
4700,11934,Center Moriches,New York
4701,11935,Cutchogue,New York
4702,11937,East Hampton,New York
4703,11939,East Marion,New York
4704,11940,East Moriches,New York
4705,11941,Eastport,New York
4706,11942,East Quogue,New York
4707,11944,Greenport,New York
4708,11946,Hampton Bays,New York
4709,11947,Jamesport,New York
4710,11948,Laurel,New York
4711,11949,Manorville,New York
4712,11950,Mastic,New York
4713,11951,Mastic Beach,New York
4714,11952,Mattituck,New York
4715,11953,Middle Island,New York
4716,11954,Montauk,New York
4717,11955,Moriches,New York
4718,11956,New Suffolk,New York
4719,11957,Orient,New York
4720,11958,Peconic,New York
4721,11959,Quogue,New York
4722,11960,Remsenburg,New York
4723,11961,Ridge,New York
4724,11962,Sagaponack,New York
4725,11963,Sag Harbor,New York
4726,11964,Shelter Island,New York
4727,11965,Shelter Island Heights,New York
4728,11967,Shirley,New York
4729,11968,Southampton,New York
4730,11969,Southampton,New York
4731,11970,South Jamesport,New York
4732,11971,Southold,New York
4733,11972,Speonk,New York
4734,11973,Upton,New York
4735,11975,Wainscott,New York
4736,11976,Water Mill,New York
4737,11977,Westhampton,New York
4738,11978,Westhampton Beach,New York
4739,11980,Yaphank,New York
4740,1199,Springfield,Massachusetts
4741,12007,Alcove,New York
4742,12008,Alplaus,New York
4743,12009,Altamont,New York
4744,1201,Pittsfield,Massachusetts
4745,12010,Amsterdam,New York
4746,12015,Athens,New York
4747,12017,Austerlitz,New York
4748,12018,Averill Park,New York
4749,12019,Ballston Lake,New York
4750,1202,Pittsfield,Massachusetts
4751,12020,Ballston Spa,New York
4752,12020,Malta,New York
4753,12022,Berlin,New York
4754,12023,Berne,New York
4755,12024,Brainard,New York
4756,12025,Broadalbin,New York
4757,12027,Burnt Hills,New York
4758,12028,Buskirk,New York
4759,12029,Canaan,New York
4760,1203,Pittsfield,Massachusetts
4761,12031,Carlisle,New York
4762,12032,Caroga Lake,New York
4763,12033,Castleton On Hudson,New York
4764,12035,Central Bridge,New York
4765,12036,Charlotteville,New York
4766,12037,Chatham,New York
4767,12040,Cherry Plain,New York
4768,12041,Clarksville,New York
4769,12042,Climax,New York
